round,selected_clients
1,"['2641285744709248901', '-254778862473103105', '-7830550697571516130', '2277463216277452806', '-6972055089421319862', '-3700124685688122738', '4436484112822309905', '1610054056146548488', '-4176790549541542511', '-1944971143436108609', '1784424753735810035', '221843750984681429', '-5570843267962287178', '7521430690109450659', '-4349207951690442843', '-4702236644493969732', '-6308279416279294515', '-22438519665442474', '-6859770135987254826', '-1684450321766920004', '-2289174308002918165', '5447836373618481693', '-374323217850480065', '1628681023847519480', '-4658317758820936584', '8286279148483510405', '-7674406608094568525', '2864263478686457614', '-2109539744156487254', '2836960468804450080', '-2560792046708267093', '1842440875869250679', '4042378240791026222', '-2991727167295995177', '-5686105283516281674', '5981470507853437564', '-8009220404035197356', '-5086680533827752815', '-1020544883411120232']"
